src_id,tgt_id,relationship,justification,confidence,batch,source
5.2-3,5.1.3-1,OVERLAP,"Both pursue identification and management of security risks to one's own systems; A reactively through vulnerability monitoring, B proactively through threat modelling.",2,5,rare_search
5.4-3,5.2.1-2,OVERLAP,"Both keep credentials and sensitive assets out of reach in the codebase; A by prohibiting hard-coded parameters, B by requiring processes and tools that secure assets.",2,5,rare_search
5.8-3,5.1.2-7,NO_RELATION,Documenting sensing capabilities is unrelated to due diligence on an external provider.,3,5,rare_search
5.3-16,5.2.3-2,NO_RELATION,Device model labelling and justification for using undocumented components share no objective.,3,5,rare_search
5.0-1,5.1.3-4,COMPLEMENTARITY,Recording residual risk decisions and continuously reviewing against risk appetite are distinct steps of one risk management process.,2,5,rare_search
5.5-8,5.1.3-1.2,NO_RELATION,Key lifecycle management and superfluous model functionality are unrelated risks.,3,5,rare_search
5.5-8,5.5.1-2,OVERLAP,"Both govern sensitive material at end of life; A covers the entire lifecycle of security parameters, B the deletion of data and configuration at decommissioning.",2,5,rare_search
5.2-3,5.4.1-2,COMPLEMENTARITY,Continuous vulnerability monitoring and re-testing after a major version change are distinct assurance activities over a product's life.,2,5,rare_search
5.6-7,5.1.3-1.2,OVERLAP,"Both minimize unnecessary capability; A restricts software privileges to the least needed, B requires the risk of superfluous model functionality to be managed.",2,5,rare_search
5.4-4,5.4.2-4,NO_RELATION,Key uniqueness is unrelated to monitoring model behaviour drift.,3,5,rare_search
5.5-1,5.1.2-5,OVERLAP,"Both require controls proportionate to risk and sensitivity; A for the cryptography used, B for the system's usage relative to its training data.",2,5,rare_search
5.3-13,5.3.1-2.1,OVERLAP,"Both require accessible user-facing information about the product; A the support period, B its limitations and failure modes.",2,5,rare_search
5.6-4A,5.1.3-2,NO_RELATION,Debug interface protection is unrelated to communicating unresolved threats.,3,5,rare_search
5.7-2,5.1.3-1.1,NO_RELATION,A detects unauthorized change; B assesses risk arising from authorized configuration change. Different objectives.,2,5,rare_search
5.5-2,5.5.1-1,NO_RELATION,Using evaluated implementations is unrelated to asset disposal at transfer.,3,5,rare_search
5.4-4,5.3.1-3,NO_RELATION,Key uniqueness and post-incident user support share no objective.,3,5,rare_search
5.3-4B,5.2.4-3,NO_RELATION,Update activation and recovery is unrelated to logging configuration and prompt changes.,3,5,rare_search
5.4-4,5.1.4-4,NO_RELATION,Key uniqueness is unrelated to verifying that specified controls were implemented.,3,5,rare_search
5.2-2,5.1.2-3,COMPLEMENTARITY,"B's audit trail names incident response as what it supports, which is the process A requires be documented and completed in bounded time.",2,5,rare_search
5.13-1A,5.2.5-4.1,OVERLAP,"Both prevent a user from gaining unintended influence over system behaviour through the interface; A by validating input, B by evaluating output.",2,5,rare_search
5.3-6B,5.2.3-4,OVERLAP,"Both concern notifying users about updates; A the user's control over receiving notifications, B the duty to notify before updating.",2,5,rare_search
5.2-1,5.3.1-1,NO_RELATION,Publishing a disclosure policy and conveying data handling practices are different disclosures with different objectives.,2,5,rare_search
5.5-2,5.2.4-1.2,NO_RELATION,Using evaluated cryptographic implementations differs from publishing hashes for downstream verification.,2,5,rare_search
5.6-5,5.1.4-5,COMPLEMENTARITY,Restricting the product technically to its intended use and telling users which uses are prohibited are the technical and informational halves of scope enforcement.,2,5,rare_search
5.4-2,5.1.2-6,NO_RELATION,Tamper resistance of a device identity is unrelated to permission scoping between systems.,3,5,rare_search
5.3-13,5.4.1-3,NO_RELATION,Publishing a support period differs from providing operators preview access to evaluate model changes.,2,5,rare_search
5.3-4B,5.2.4-1,NO_RELATION,Update activation and recovery is unrelated to maintaining a design and maintenance audit trail.,3,6,rare_search
5.5-1,5.2.3-2.1,NO_RELATION,Communications cryptography is unrelated to risk assessment of adopted external components.,3,6,rare_search
5.1-3,5.2.1-4,OVERLAP,"Both prevent unauthorized access to protected assets; A by requiring cryptographically sound authentication, B by requiring sensitive data be protected.",2,6,rare_search
5.13-1A,5.2.2-2,OVERLAP,"Both protect an exposed interface against malicious use; A validates what arrives at the user interface, B constrains use of the API.",2,6,rare_search
5.3-4B,5.1.2-3,NO_RELATION,Automatic update activation is unrelated to audit trails of models and datasets.,3,6,rare_search
5.5-8,5.1.4-4,NO_RELATION,Key lifecycle management is unrelated to verifying that specified controls were implemented.,3,6,rare_search
5.8-1,5.1.3-1.1,NO_RELATION,Transport encryption of personal data is unrelated to threat modelling on configuration change.,3,6,rare_search
5.12-3,5.1.4-4,OVERLAP,"Both verify that a deployed system actually carries its intended security controls; A through user-facing checks, B through developer verification.",2,6,rare_search
5.4-3,5.2.5-4,OVERLAP,"Both prevent reverse engineering from revealing non-public material; A credentials embedded in the binary, B model internals inferable from outputs.",2,6,rare_search
5.13-1B,5.1.3-1.1,NO_RELATION,Input validation is unrelated to threat modelling triggered by configuration change.,3,6,rare_search
5.13-1B,5.2.5-4,NO_RELATION,Validating inbound network input and evaluating outputs for leakage pursue different objectives.,2,6,rare_search
5.0-1,5.2.2-2,NO_RELATION,Recording justifications for unmet recommendations is unrelated to API abuse controls.,3,6,rare_search
5.6-2,5.2.1-4,OVERLAP,"Both prevent unauthorized parties from obtaining sensitive information; A limits what an interface discloses, B protects the data itself.",2,6,rare_search
5.5-8,5.4.2-1,NO_RELATION,Key lifecycle management and action logging pursue different objectives.,3,6,rare_search
5.6-8,5.2.1-4.1,COMPLEMENTARITY,Preventing hostile input from being acted on and preventing it from executing in memory are distinct layers of one defence against injected content.,2,6,rare_search
5.12-3,5.2.1-4.1,NO_RELATION,User guidance on secure state is unrelated to sanitisation of training data and inputs.,3,6,rare_search
5.8-1,5.2.1-2,NO_RELATION,Transport encryption and asset tracking processes share no objective.,2,6,rare_search
5.4-2,5.1.2-4,NO_RELATION,Tamper resistance of a device identity is unrelated to external component due diligence.,3,6,rare_search
5.6-8,5.1.2-6,OVERLAP,"Both restrict capability to what operation requires; A limits what memory contents may execute, B limits permissions granted on other systems.",2,6,rare_search
5.3-8,5.2.4-1.1,NO_RELATION,Update timeliness and documentation content requirements share no objective.,3,6,rare_search
5.3-5,5.4.1-1.1,NO_RELATION,Checking whether updates exist differs from planning for the case where none can be supplied.,2,6,rare_search
5.1-2,5.1.2-4,NO_RELATION,Password generation strength is unrelated to external component due diligence.,3,6,rare_search
5.3-11,5.1.3-3,NO_RELATION,Informing users of a required update is unrelated to assurance over external risk owners.,3,6,rare_search
5.12-3,5.2.2-6,NO_RELATION,User guidance on secure state is unrelated to contractual flow-down to cloud providers.,3,6,rare_search
5.2-3,5.2.4-1.1,NO_RELATION,Vulnerability monitoring and the required content of system documentation pursue different objectives.,2,6,rare_search
5.6-4A,5.2.1-2,NO_RELATION,Debug interface protection and asset tracking processes are unrelated controls.,3,6,rare_search
5.5-8,5.2.2-6,NO_RELATION,Key lifecycle management is unrelated to contractual arrangements with cloud providers.,3,6,rare_search
5.3-2,5.2.3-2.1,COMPLEMENTARITY,"Both handle the case where a preferred control cannot be applied: A carves out the constrained device, B requires compensating controls and risk assessment.",2,6,rare_search
5.3-10,5.5.1-1,NO_RELATION,Update verification is unrelated to asset disposal at transfer of ownership.,3,6,rare_search
5.2-2,5.2.4-1,COMPLEMENTARITY,"B's audit trail names post-deployment maintenance, the record against which A's documented remediation process operates.",2,6,rare_search
5.12-3,5.4.1-2,NO_RELATION,User guidance on secure state is unrelated to re-testing after a major version change.,3,6,rare_search
5.5-1,5.2.1-4,OVERLAP,"Both protect data from unauthorized access; A in transit through cryptography, B wherever sensitive data is held.",2,6,rare_search
5.3-6B,5.4.1-1.1,NO_RELATION,User control over update notifications is unrelated to contingency planning where updates cannot be provided.,3,6,rare_search
5.6-2,5.1.2-4,NO_RELATION,Limiting interface disclosure is unrelated to external component due diligence.,3,6,rare_search
5.3-8,5.1.3-4,COMPLEMENTARITY,Continuous review against risk appetite and bounded-time remediation are the detection and response halves of one risk process.,2,6,rare_search
5.12-2,5.1.2-3,NO_RELATION,User setup guidance is unrelated to internal audit trails of models and datasets.,3,6,rare_search
5.6-4A,5.3.1-1,NO_RELATION,Debug interface protection and transparency about data handling share no objective.,3,6,rare_search
5.13-1A,5.5.1-2,NO_RELATION,Input validation is unrelated to secure deletion at decommissioning.,3,6,rare_search
5.1-5,5.2.3-2,NO_RELATION,Brute-force resistance and justification for using undocumented components are unrelated.,3,6,rare_search
5.13-1A,5.1.2-4,NO_RELATION,Input validation is unrelated to external component due diligence.,3,6,rare_search
5.5-2,5.1.3-1.2,NO_RELATION,Using evaluated cryptographic implementations is unrelated to the risk of superfluous model functionality.,3,7,rare_search
5.10-1,5.2.4-1.1,NO_RELATION,Examining telemetry for anomalies and documentation content requirements share no objective.,3,7,rare_search
5.13-1A,5.1.3-1.1,NO_RELATION,Input validation is unrelated to threat modelling triggered by configuration change.,3,7,rare_search
5.3-10,5.1.2-6,NO_RELATION,Update verification and permission scoping between systems are unrelated controls.,3,7,rare_search
5.4-2,5.2.1-4,NO_RELATION,Tamper resistance of a device identity and protection of training data from access concern different assets.,2,7,rare_search
5.3-2,5.2.2-2,NO_RELATION,Having a secure update mechanism is unrelated to API abuse controls.,3,7,rare_search
5.7-2,5.1.2-4,NO_RELATION,Detecting unauthorized change is unrelated to due diligence on external components.,3,7,rare_search
5.4-2,5.1.2-5,NO_RELATION,Tamper resistance of a device identity is unrelated to matching system usage to data sensitivity.,3,7,rare_search
5.3-14,5.3.1-2.1,OVERLAP,"Both tell users where the product's limits lie; A the absence of updates and replacement terms, B the model's limitations and failure modes.",2,7,rare_search
5.6-3,5.3.1-1,NO_RELATION,Limiting exposed physical interfaces is unrelated to transparency about data handling.,3,7,rare_search
5.6-4A,5.2.4-3,NO_RELATION,Debug interface protection and audit logging of prompt changes pursue different objectives.,3,7,rare_search
5.3-7,5.2.4-1.2,OVERLAP,"Both use cryptography to establish that a distributed component is authentic; A within the device's update mechanism, B by publishing hashes for stakeholders to check.",3,7,rare_search
5.2-1,5.2.4-2.1,NO_RELATION,Publishing a disclosure policy and recording training data provenance pursue different objectives.,3,7,rare_search
5.3-11,5.2.2-4,NO_RELATION,Notifying a user of a pending update differs from publishing a policy for receiving vulnerability reports.,2,7,rare_search
5.1-4,5.2.3-4,NO_RELATION,Changing an authentication value is unrelated to advance notice of model updates.,3,7,rare_search
5.3-1,5.2.3-1,COMPLEMENTARITY,Making components updateable and securing the supply chain that produces them are distinct parts of one software integrity control.,2,7,rare_search
5.3-13,5.1.2-3,NO_RELATION,Publishing a support period is unrelated to internal audit trails of models and datasets.,3,7,rare_search
5.1-3,5.2.4-1.2,NO_RELATION,Authenticating users and authenticating distributed artefacts are different objectives despite both using cryptography.,2,7,rare_search
5.0-1,5.4.1-1.1,OVERLAP,"Both govern what must happen when a requirement cannot be met; A requires the justification be recorded, B requires mitigating mechanisms and contingency plans.",2,7,rare_search
5.8-2,5.5.1-1,COMPLEMENTARITY,Protecting data as it crosses a boundary in transit and disposing of it when ownership crosses a boundary are distinct halves of controlling data leaving a party's control.,2,7,rare_search
