src_id,tgt_id,stratum,screening_score,N_stratum,n_stratum,weight,in_pilot,source,batch_x,relationship,justification,confidence,batch_y
5.11-3,5.3.1-1,H,0.8122785829307568,497.0,250.0,1.988,False,sample,4,OVERLAP,"Both give the user visibility and control over their personal data, A through deletion instructions and B through disclosure of how data is used and stored.",2,4
5.4-3,5.4.1-1,M,0.6384661835748793,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Prohibition on hard-coded credentials versus patch provision and delivery.,3,4
5.6-1,5.2.3-2,H,0.7929951690821256,497.0,250.0,1.988,False,sample,4,NO_RELATION,Disabling unused interfaces versus justifying undocumented components.,3,4
5.5-2,5.1.3-1,H,0.8721819645732689,497.0,250.0,1.988,False,sample,4,NO_RELATION,Vetted cryptographic implementations versus a general threat-modelling process that applies to every control alike.,2,4
5.11-2,5.1.2-7,L,0.355756843800322,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Deletion of data from associated services versus supplier due diligence.,3,4
5.1-5,5.1.1-2,M,0.6167874396135266,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Brute-force resistance versus staff threat awareness.,3,4
5.2-1,5.5.1-1,M,0.6049919484702093,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Vulnerability disclosure policy versus secure disposal on ownership transfer.,3,4
5.13-1B,5.1.3-1,H,0.8130434782608695,497.0,250.0,1.988,False,sample,4,COMPLEMENTARITY,"B's threat modelling explicitly covers data poisoning, the class of attack A's input validation defends against; the process and the control serve the same risk.",2,4
5.12-2,5.3.1-3,H,0.9601449275362318,497.0,250.0,1.988,False,sample,4,NO_RELATION,Setup guidance versus incident support.,3,4
5.0-1,5.2.1-4.1,H,0.8887681159420289,497.0,250.0,1.988,False,sample,4,NO_RELATION,Recording unmet provisions versus data and input sanitisation.,3,4
5.5-2,5.4.2-3,H,0.8861111111111111,497.0,250.0,1.988,False,sample,4,NO_RELATION,Vetted cryptographic implementations versus monitoring internal model states.,3,4
5.5-5,5.4.2-4,M,0.6559581320450885,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Authenticated configuration change versus performance monitoring.,3,4
5.7-2,5.4.2-1,,,,,,,pilot,4,OVERLAP,"Both create a security-relevant record of what happened to the system, A by alerting on tampering and B by logging actions for investigation.",2,4
5.7-1,5.1.3-1,,,,,,,pilot,4,NO_RELATION,Secure boot versus a generic threat-modelling process not specific to boot integrity.,2,4
5.1-1,5.1.3-1.3,L,0.2323671497584541,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Password uniqueness versus cost-based prioritisation of identified risks.,2,4
5.6-9,5.1.2-4,H,0.9628824476650564,497.0,250.0,1.988,False,sample,4,COMPLEMENTARITY,Securing one's own development process and assessing externally sourced components are distinct duties that together determine the security of the delivered software.,2,4
5.12-3,5.2.1-3,L,0.3215780998389693,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Setup verification guidance versus disaster recovery planning.,3,4
5.3-9,5.2.4-3,M,0.6043478260869566,1490.0,200.0,7.45,False,sample,4,COMPLEMENTARITY,Verifying incoming updates and logging configuration changes are separate objectives that together account for how a deployed system came to be in its current state.,2,4
5.1-3,5.2.3-2,H,0.81682769726248,497.0,250.0,1.988,False,sample,4,NO_RELATION,Authentication cryptography versus component justification.,3,4
5.3-5,5.2.3-4,M,0.6375603864734299,1490.0,200.0,7.45,False,sample,4,COMPLEMENTARITY,Checking for available updates and giving advance notice of updates are different obligations that together keep the user informed and current.,2,4
5.6-7,5.1.2-6,,,,,,,pilot,4,OVERLAP,"Both apply least privilege; A to the privileges software runs with, B to permissions the system holds on other systems, with an added risk assessment.",3,4
5.5-2,5.1.1-1.1,L,0.3203703703703703,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Vetted implementations versus role-tailored security training.,3,4
5.2-1,5.2.4-1,H,0.9143317230273752,497.0,250.0,1.988,False,sample,4,COMPLEMENTARITY,"Both make security documentation available to others, but the disclosure policy and the design audit trail serve different assurance purposes.",2,4
5.3-6A,5.1.2-6,L,0.5147342995169082,2981.0,200.0,14.905,False,sample,4,NO_RELATION,User control over automatic updates versus permission scoping.,3,4
5.4-4,5.1.4-1,L,0.3777375201288245,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Uniqueness of security parameters versus human oversight capability.,3,4
5.3-3,5.2.1-3,L,0.3353864734299517,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Ease of applying updates versus disaster recovery planning.,3,4
5.2-2,5.2.4-1.1,H,0.7718196457326892,497.0,250.0,1.988,False,sample,4,NO_RELATION,Timely vulnerability remediation versus content requirements for system documentation.,3,4
5.12-2,5.4.1-2,H,0.7927133655394525,497.0,250.0,1.988,False,sample,4,NO_RELATION,User setup guidance versus re-testing after major system updates.,2,4
5.3-3,5.2.3-4,H,0.7923107890499195,497.0,250.0,1.988,False,sample,4,COMPLEMENTARITY,Ease of applying an update and advance notice that one is coming are different obligations that together govern the user's experience of updating.,2,4
5.5-1,5.3.1-1,M,0.7220611916264089,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Communication cryptography versus disclosure of data handling.,3,4
5.3-4A,5.2.5-2.1,L,0.3426731078904991,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Automatable update mechanism versus independent security testing.,3,4
5.1-5,5.1.3-1,M,0.6804750402576489,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Brute-force resistance versus a generic threat-modelling process.,2,4
5.5-2,5.2.1-4.1,M,0.6739533011272141,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Vetted cryptographic implementations versus data and input sanitisation.,2,4
5.3-14,5.1.2-1.1,L,0.5467793880837359,2981.0,200.0,14.905,False,sample,4,NO_RELATION,Publishing replacement support versus internal involvement of Data Custodians.,3,4
5.12-1,5.3.1-3,H,0.7925925925925925,497.0,250.0,1.988,False,sample,4,NO_RELATION,Installation usability versus incident support.,3,4
5.3-4B,5.3.1-2.1,M,0.6679951690821256,1490.0,200.0,7.45,False,sample,4,NO_RELATION,Automatic update activation versus guidance on model limitations.,3,4
5.4-4,5.2.2-2,H,0.8013687600644122,497.0,250.0,1.988,False,sample,4,OVERLAP,"Both frustrate attacks that scale automatically: A by making parameters unique per device, B by rate-limiting API access to slow reverse engineering and poisoning.",2,4
5.12-2,5.3.1-2.1,H,0.7823268921095008,497.0,250.0,1.988,True,sample,5,OVERLAP,"Both require guidance to be supplied so the product is used safely; A covers secure setup, B covers appropriate use, limitations and failure modes.",3,5
5.3-12,5.2.1-3,L,0.2692431561996779,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Notification of disruptive updates versus disaster recovery planning.,3,5
5.11-1,5.2.3-4,M,0.7232286634460547,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Data erasure functionality versus advance notice of model updates.,3,5
5.6-9,5.4.1-3,H,0.8577294685990339,497.0,250.0,1.988,False,sample,5,NO_RELATION,Secure development process versus supporting operators through model version changes.,2,5
5.1-2A,5.3.1-3,L,0.2578502415458937,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Machine-to-machine authentication method versus incident support.,3,5
5.5-1,5.2.4-3,M,0.6203703703703703,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Communication cryptography versus audit logging of model configuration.,3,5
5.3-14,5.1.3-4,M,0.6891304347826088,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Publishing replacement support versus continuous infrastructure risk review.,3,5
5.6-6,5.1.2-2,L,0.2229066022544283,2981.0,200.0,14.905,False,sample,5,COMPLEMENTARITY,Minimising code and designing for resilience are different objectives that together determine how much can go wrong and how well the system copes when it does.,2,5
5.12-2,5.2.3-1,H,0.7946457326892109,497.0,250.0,1.988,False,sample,5,NO_RELATION,User setup guidance versus supply chain process.,3,5
5.7-1,5.1.4-4,M,0.6611111111111112,1490.0,200.0,7.45,False,sample,5,COMPLEMENTARITY,Runtime attestation of software and build-time verification that specified controls are present address the same assurance goal at different stages.,2,5
5.12-2,5.2.3-2.2,M,0.7470209339774557,1490.0,200.0,7.45,False,sample,5,OVERLAP,Both oblige the supplier to put accessible documentation into the hands of end-users.,2,5
5.6-2,5.5.1-1,H,0.7961352657004831,497.0,250.0,1.988,False,sample,5,NO_RELATION,Limiting disclosure at initialization versus asset disposal on transfer.,3,5
5.12-1,5.4.1-1,M,0.682206119162641,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Installation usability versus patch provision and delivery.,2,5
5.6-1,5.2.2-1,M,0.5944041867954912,1490.0,200.0,7.45,True,sample,5,OVERLAP,"Both control which interfaces are reachable, A by disabling unused ones and B by evaluating access-control measures over APIs and pipelines.",2,5
5.4-1,5.2.5-4.1,L,0.1665861513687601,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Secure storage of parameters versus evaluating outputs for unintended influence.,3,5
5.2-2,5.2.5-4.1,L,0.547866344605475,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Timely vulnerability remediation versus output evaluation.,3,5
5.3-10,5.2.4-1.2,,,,,,,pilot,5,OVERLAP,"Both establish cryptographic authenticity for distributed artefacts, A as the receiver's duty to verify and B as the producer's duty to publish hashes.",2,5
5.1-2,5.2.2-2,H,0.8373993558776167,497.0,250.0,1.988,False,sample,5,OVERLAP,"Both frustrate attacks that scale across many targets, A through per-device credential generation and B through API rate limiting.",2,5
5.2-3,5.4.2-4,H,0.9084541062801932,497.0,250.0,1.988,False,sample,5,OVERLAP,"Both require continuous observation of a fielded system to catch security-relevant change, A as vulnerability monitoring and B as behavioural monitoring.",3,5
5.8-2,5.3.1-2.2,M,0.6187600644122384,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Cryptographic confidentiality versus update notification.,3,5
5.2-3,5.1.3-2,H,0.8680756843800321,497.0,250.0,1.988,False,sample,5,COMPLEMENTARITY,Finding and fixing vulnerabilities and communicating those that cannot be fixed are distinct duties within one vulnerability management posture.,2,5
5.6-9,5.4.1-1,H,0.867914653784219,497.0,250.0,1.988,False,sample,5,NO_RELATION,Development process versus patch provision.,2,5
5.12-3,5.1.2-1.1,L,0.4822463768115942,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Setup verification guidance versus internal involvement of Data Custodians.,3,5
5.5-3,5.2.4-2,,,,,,,pilot,5,NO_RELATION,Cryptographic agility versus training data provenance documentation.,3,5
5.13-1B,5.2.3-2.1,M,0.7031400966183574,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Input validation versus mitigating controls for poorly documented components.,2,5
5.12-2,5.2.2-4,M,0.6931561996779388,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Setup guidance versus vulnerability disclosure policy.,3,5
5.4-1,5.2.1-4,,,,,,,pilot,5,OVERLAP,"Both require sensitive data at rest to be protected from unauthorized access; A names security parameters on the device, B names training and test data.",3,5
5.1-5,5.1.2-5,L,0.4117954911433172,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Brute-force resistance versus matching intended usage to data sensitivity.,3,5
5.2-2,5.4.1-1,H,0.8934782608695653,497.0,250.0,1.988,False,sample,5,OVERLAP,"Both govern getting a fix to the affected party, A through timeliness of action and B through provision and delivery of the patch.",2,5
5.6-9,5.2.4-1,H,0.7900161030595813,497.0,250.0,1.988,False,sample,5,OVERLAP,"Both require development to be traceable, A naming version control as part of secure process and B naming a maintained audit trail of design.",2,5
5.0-1,5.2.2-4,M,0.7504830917874397,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Recording unmet provisions versus publishing a disclosure policy.,2,5
5.8-3,5.1.3-2,M,0.7392914653784219,1490.0,200.0,7.45,False,sample,5,COMPLEMENTARITY,Disclosing sensing capabilities and escalating unresolved threats are different transparency duties that together let a user judge their exposure.,2,5
5.10-1,5.1.4-1,L,0.3980676328502415,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Telemetry anomaly examination versus human oversight capability.,2,5
5.6-9,5.3.1-3,H,0.9175523349436392,497.0,250.0,1.988,False,sample,5,NO_RELATION,Secure development process versus incident support.,3,5
5.4-4,5.2.4-3,M,0.6254428341384863,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Parameter uniqueness versus configuration audit logging.,3,5
5.6-5,5.2.1-2,M,0.6064412238325281,1490.0,200.0,7.45,False,sample,5,NO_RELATION,Enabling only required services versus asset tracking and version control.,2,5
5.3-5,5.2.1-2,L,0.4946457326892109,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Checking for available updates versus asset tracking.,2,5
5.0-1,5.2.4-2.1,H,0.7866747181964574,497.0,250.0,1.988,False,sample,5,COMPLEMENTARITY,"Both mandate structured records kept for later scrutiny, but for different purposes: unmet provisions for assurance assessors, data provenance for tracing poisoning.",2,5
5.9-3,5.2.3-3,L,0.1838969404186795,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Orderly network connection behaviour versus re-running model evaluations.,3,5
5.3-16,5.1.2-1,L,0.467512077294686,2981.0,200.0,14.905,False,sample,5,NO_RELATION,Device model labelling versus pre-build requirements assessment.,3,5
5.6-5,5.2.4-3,L,0.4803140096618358,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Enabling only required services versus audit logging of model configuration.,3,6
5.12-3,5.3.1-2,,,,,,,pilot,6,OVERLAP,Both oblige the supplier to give users guidance for keeping the product correctly configured and maintained.,3,6
5.3-15B,5.2.5-2,L,0.2790257648953301,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Hardware replaceability versus pre-deployment testing.,3,6
5.5-1,5.1.3-4,H,0.8700080515297905,497.0,250.0,1.988,False,sample,6,NO_RELATION,Communication cryptography versus continuous infrastructure risk review.,3,6
5.1-1,5.4.1-1,L,0.5519323671497585,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Password uniqueness versus patch provision.,3,6
5.3-2,5.4.1-2,,,,,,,pilot,6,COMPLEMENTARITY,Having a secure update mechanism and re-testing the system after a major update are different obligations that jointly keep updating from introducing risk.,2,6
5.3-8,5.1.3-3,M,0.7246376811594202,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Update timeliness versus assurance over external parties holding risk.,2,6
5.5-4,5.2.2-1,,,,,,,pilot,6,OVERLAP,"Both gate access to system functionality behind access control, A by requiring authentication on network interfaces and B by evaluating access-control frameworks over APIs and pipelines.",3,6
5.2-3,5.2.5-1,H,0.9104669887278584,497.0,250.0,1.988,False,sample,6,COMPLEMENTARITY,Pre-release security assessment and post-release vulnerability monitoring cover different stages of one vulnerability-reduction posture.,2,6
5.4-3,5.2.2-6,L,0.4842190016103059,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Prohibition on hard-coded credentials versus cloud contractual flow-down.,3,6
5.11-4,5.3.1-2.2,H,0.8553945249597424,497.0,250.0,1.988,True,sample,6,NO_RELATION,Confirmation of data deletion versus notification of security updates.,2,6
5.6-2,5.1.1-2.1,L,0.457367149758454,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Limiting information disclosure at initialization versus internal dissemination of threat updates.,3,6
5.8-2,5.2.1-4,,,,,,,pilot,6,OVERLAP,"Both require sensitive data to be protected from unauthorized access; A specifies cryptography in transit, B covers training and test data generally.",3,6
5.12-2,5.4.1-1,H,0.9092995169082124,497.0,250.0,1.988,False,sample,6,NO_RELATION,Setup guidance versus patch provision and delivery.,2,6
5.3-4B,5.1.3-3,M,0.654951690821256,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Automatic update activation versus assurance over external risk owners.,3,6
5.3-6B,5.1.4-5,M,0.7177133655394525,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Update notification preferences versus awareness of prohibited use cases.,2,6
5.4-2,5.3.1-2,L,0.5275764895330112,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Tamper-resistant device identity versus user guidance.,3,6
5.13-1B,5.2.1-4.1,,,,,,,pilot,6,OVERLAP,Both require untrusted input to be checked and sanitised before it can affect the system.,3,6
5.10-1,5.2.2-3,L,0.4642109500805153,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Telemetry anomaly examination versus development environment separation.,3,6
5.3-3,5.3.1-2,,,,,,,pilot,6,COMPLEMENTARITY,Ease of applying updates and provision of management guidance are different obligations that together make the product manageable by its user.,2,6
5.11-4,5.1.4-5,,,,,,,pilot,6,NO_RELATION,Deletion confirmation versus prohibited use case awareness.,3,6
5.3-4A,5.4.2-1,L,0.3884863123993559,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Automatable update mechanism versus action logging.,3,6
5.3-11,5.1.3-1.1,H,0.8022544283413848,497.0,250.0,1.988,False,sample,6,NO_RELATION,Informing the user an update is due versus threat modelling on configuration change.,2,6
5.8-3,5.2.3-2.2,H,0.9569243156199676,497.0,250.0,1.988,False,sample,6,OVERLAP,Both require documentation to be made available to end-users in an accessible form.,2,6
5.6-3,5.2.1-4.1,M,0.7372383252818036,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Physical attack surface versus data and input sanitisation.,3,6
5.4-4,5.1.2-3,H,0.8267713365539453,497.0,250.0,1.988,False,sample,6,NO_RELATION,Parameter uniqueness versus lifecycle audit trail.,3,6
5.5-3,5.1.4-3,L,0.1180354267310788,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Cryptographic agility versus technical measures for human oversight.,3,6
5.3-5,5.4.1-1,,,,,,,pilot,6,OVERLAP,"Both serve getting available updates to the deployed system, A as the client-side check and B as the supplier-side provision and delivery.",2,6
5.5-8,5.1.3-3,H,0.8320048309178745,497.0,250.0,1.988,False,sample,6,NO_RELATION,Key lifecycle management versus assurance over external parties.,3,6
5.2-2,5.1.4-1,L,0.3826489533011272,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Timely vulnerability remediation versus human oversight capability.,3,6
5.1-2A,5.3.1-2.2,L,0.1621980676328502,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Machine-to-machine authentication method versus update notification.,3,6
5.4-4,5.2.2-6,M,0.6483091787439614,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Parameter uniqueness versus cloud contractual flow-down.,3,6
5.5-8,5.2.1-3.1,L,0.3001610305958131,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Key lifecycle management versus restoration of a known good state.,2,6
5.3-7,5.1.2-5,L,0.3947665056360708,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Update cryptography versus matching usage to data sensitivity.,3,6
5.4-4,5.1.1-1,H,0.7770128824476651,497.0,250.0,1.988,False,sample,6,NO_RELATION,Parameter uniqueness versus security training programme.,3,6
5.5-7,5.1.1-1,L,0.364573268921095,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Confidentiality of parameters in transit versus security training programme.,3,6
5.3-7,5.1.1-1,M,0.5896940418679549,1490.0,200.0,7.45,False,sample,6,NO_RELATION,Update cryptography versus security training programme.,3,6
5.12-1,5.1.4-1,,,,,,,pilot,6,NO_RELATION,Installation usability versus human oversight capability.,3,6
5.11-4,5.2.5-2.1,L,0.1639291465378421,2981.0,200.0,14.905,False,sample,6,NO_RELATION,Deletion confirmation versus independent security testing.,3,6
5.3-6B,5.1.4-1,M,0.6861916264090177,1490.0,200.0,7.45,False,sample,6,NO_RELATION,User control over update notifications versus human oversight of AI behaviour; the shared theme of human control is too abstract to name a common control.,2,6
5.3-8,5.1.3-1,H,0.8408212560386474,497.0,250.0,1.988,False,sample,7,NO_RELATION,Update timeliness versus a generic threat-modelling process.,2,7
5.13-1A,5.4.2-3,M,0.5952495974235106,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Input validation versus monitoring internal model states.,3,7
5.11-2,5.5.1-2,H,0.7735104669887278,497.0,250.0,1.988,True,sample,7,OVERLAP,"Both require data to be securely deleted from back-end services, A on user request and B on decommissioning.",3,7
5.3-12,5.2.4-3,M,0.631159420289855,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Disruption notification versus configuration audit logging.,3,7
5.1-4,5.1.2-6,M,0.6562801932367149,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Credential change mechanism versus inter-system permission scoping.,2,7
5.0-1,5.1.2-3,H,0.8518115942028986,497.0,250.0,1.988,False,sample,7,OVERLAP,"Both require a structured, retainable record of how the system was built and where it departs from expectations, kept for audit.",2,7
5.3-16,5.1.4-2,,,,,,,pilot,7,NO_RELATION,Device model labelling versus output interpretability.,3,7
5.7-2,5.2.1-4,H,0.8160225442834138,497.0,250.0,1.988,False,sample,7,COMPLEMENTARITY,Preventing unauthorized access and detecting unauthorized change are different objectives that together address the same compromise.,2,7
5.2-1,5.2.4-2,H,0.7952898550724637,497.0,250.0,1.988,False,sample,7,NO_RELATION,Vulnerability disclosure policy versus training data provenance.,3,7
5.3-13,5.2.3-4,H,0.935547504025765,497.0,250.0,1.988,False,sample,7,COMPLEMENTARITY,Publishing the support period and giving notice before model updates are different disclosures that together let a user anticipate change.,2,7
5.3-2,5.1.2-2,L,0.4710144927536231,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Update mechanism versus resilience to adversarial attack.,2,7
5.6-5,5.2.3-2,H,0.882890499194847,497.0,250.0,1.988,False,sample,7,NO_RELATION,Enabling only required services versus component justification.,3,7
5.1-3,5.2.1-2,H,0.8861513687600645,497.0,250.0,1.988,False,sample,7,NO_RELATION,Authentication cryptography versus asset tracking and version control.,2,7
5.6-3,5.1.3-1.3,L,0.2545088566827697,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Physical attack surface versus cost-based prioritisation of controls.,2,7
5.12-3,5.1.2-7,M,0.7079307568438002,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Setup verification guidance versus supplier due diligence.,3,7
5.3-10,5.2.4-1,M,0.6641304347826087,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Update integrity verification versus design and maintenance documentation.,2,7
5.2-1,5.3.1-2,M,0.7546296296296295,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Vulnerability disclosure policy versus usage guidance.,2,7
5.6-5,5.2.2-6,M,0.6882850241545895,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Enabling only required services versus cloud contractual flow-down.,3,7
5.3-12,5.4.1-1.1,L,0.524194847020934,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Disruption notification versus contingency planning where updates are impossible.,2,7
5.2-3,5.4.2-2,H,0.8020531400966183,497.0,250.0,1.988,True,sample,7,OVERLAP,Both require continuous analysis of operational evidence to find security problems in a fielded system.,3,7
5.3-6B,5.4.1-2,H,0.8367954911433172,497.0,250.0,1.988,False,sample,7,NO_RELATION,Update notification preferences versus re-testing after major updates.,3,7
5.0-1,5.1.2-4,H,0.7995571658615137,497.0,250.0,1.988,False,sample,7,NO_RELATION,Recording unmet provisions versus external component risk assessment.,2,7
5.2-1,5.1.2-3,H,0.8238325281803544,497.0,250.0,1.988,True,sample,7,NO_RELATION,Vulnerability disclosure policy versus lifecycle audit trail.,2,7
5.3-13,5.2.3-2.1,M,0.6155193236714975,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Support period publication versus mitigating controls for undocumented components.,3,7
5.5-8,5.3.1-2,H,0.7990338164251207,497.0,250.0,1.988,False,sample,7,NO_RELATION,Key lifecycle management versus user guidance.,3,7
5.6-3,5.2.2-2,H,0.820330112721417,497.0,250.0,1.988,False,sample,7,OVERLAP,"Both limit how much of the system an outsider can reach and abuse, A through physical interfaces and B through API access controls.",2,7
5.6-7,5.1.3-1.3,L,0.4106682769726248,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Least privilege versus cost-based prioritisation of identified risks.,2,7
5.3-6A,5.2.3-3,L,0.2249597423510467,2981.0,200.0,14.905,False,sample,7,NO_RELATION,User control over automatic updates versus re-running model evaluations.,3,7
5.5-4,5.2.3-3,L,0.1512882447665056,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Authenticated network access versus re-running model evaluations.,3,7
5.11-4,5.1.2-2,L,0.2313204508856682,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Deletion confirmation versus adversarial resilience.,3,7
5.11-2,5.1.1-2.2,L,0.2908212560386473,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Data deletion functionality versus secure coding training.,3,7
5.2-2,5.1.2-1,M,0.7374194847020934,1490.0,200.0,7.45,False,sample,7,NO_RELATION,Timely vulnerability remediation versus pre-build assessment.,3,7
5.2-1,5.4.2-4,L,0.4443639291465378,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Vulnerability disclosure policy versus performance monitoring.,3,7
5.2-1,5.2.2-5,M,0.558011272141707,1490.0,200.0,7.45,True,sample,7,COMPLEMENTARITY,An external reporting channel and an internal incident response plan are distinct obligations that together determine how a reported issue is handled.,2,7
5.6-6,5.2.3-2,L,0.2322463768115941,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Code minimisation versus component justification.,3,7
5.5-1,5.2.4-1.1,H,0.8030193236714975,497.0,250.0,1.988,False,sample,7,NO_RELATION,Communication cryptography versus documentation content.,3,7
5.5-2,5.3.1-3,H,0.8530193236714976,497.0,250.0,1.988,False,sample,7,NO_RELATION,Vetted implementations versus incident support.,3,7
5.5-5,5.2.2-6,H,0.7947665056360709,497.0,250.0,1.988,False,sample,7,NO_RELATION,Authenticated configuration change versus cloud contractual flow-down.,3,7
5.6-4B,5.3.1-2,L,0.221658615136876,2981.0,200.0,14.905,False,sample,7,NO_RELATION,Debug port protection versus user guidance.,3,7
5.5-2,5.3.1-1,H,0.8311191626409018,497.0,250.0,1.988,False,sample,7,NO_RELATION,Vetted implementations versus disclosure of data handling.,3,7
5.3-4B,5.2.2-2,M,0.6546296296296296,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Automatic update activation on the device versus rate limiting on an externally exposed model API.,3,8
5.2-3,5.2.2-5,M,0.663888888888889,1490.0,200.0,7.45,False,sample,8,COMPLEMENTARITY,Vulnerability monitoring and incident/recovery planning are separate processes that jointly make up post-market security response.,2,8
5.6-3,5.2.2-1,,,,,,,pilot,8,NO_RELATION,Physical interface exposure on a device versus an organizational review of access control frameworks for AI assets; B never names hardware interfaces.,2,8
5.1-3,5.1.3-1.2,M,0.6539855072463767,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Cryptographic strength of authentication versus the risk of models carrying unused functionality.,3,8
5.11-1,5.3.1-1,H,0.8681561996779388,497.0,250.0,1.988,False,sample,8,COMPLEMENTARITY,Erasure capability and disclosure of how data is used are different obligations that together form user control over personal data.,2,8
5.4-4,5.2.1-4.2,,,,,,,pilot,8,COMPLEMENTARITY,"Per-device uniqueness of security parameters and proportionate protection of model weights both serve protection of confidential assets, from different ends.",2,8
5.0-1,5.2.1-3,M,0.5927133655394525,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Recording justifications for non-applicable provisions versus tailoring disaster recovery to AI-specific attacks.,3,8
5.6-8,5.2.2-4,L,0.4194444444444444,2981.0,200.0,14.905,False,sample,8,NO_RELATION,Hardware memory access control versus publishing a vulnerability disclosure policy.,3,8
5.11-4,5.5.1-2,H,0.803462157809984,497.0,250.0,1.988,False,sample,8,OVERLAP,"Both require secure deletion of data; A adds user confirmation, B adds the decommissioning trigger and configuration details.",3,8
5.3-4B,5.4.1-2,H,0.9202093397745572,497.0,250.0,1.988,False,sample,8,OVERLAP,"Both govern how updates are handled securely; A mandates the automatic mechanism, B mandates re-testing after a major update.",2,8
5.12-3,5.1.2-4,H,0.8142512077294686,497.0,250.0,1.988,False,sample,8,NO_RELATION,User guidance on verifying secure setup versus due diligence on external AI components.,3,8
5.11-3,5.3.1-2,,,,,,,pilot,8,OVERLAP,"Both require accessible user-facing guidance; A is confined to data deletion, B to system use and configuration.",2,8
5.5-6,5.2.1-4.2,,,,,,,pilot,8,COMPLEMENTARITY,Encryption of security parameters in transit and proportionate protection of confidential training assets protect different material under one confidentiality control.,2,8
5.6-4A,5.1.2-3,M,0.6003220611916265,1490.0,200.0,7.45,False,sample,8,NO_RELATION,Disabling debug interfaces versus maintaining an audit trail for models and datasets.,3,8
